ISim log file
Running: /home/parallels/ucla/m152acs/labs/csm152a/lab_1/priority_encoder_TB_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb /home/parallels/ucla/m152acs/labs/csm152a/lab_1/priority_encoder_TB_isim_beh.wdb 
ISim P.20131013 (signature 0xfbc00daa)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 2000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
              105000 | SM: 000000000001 | exponent: 000
              510000 | SM: 111111111111 | exponent: 000
              520000 | SM: 111111111111 | exponent: 000
              530000 | SM: 111111111111 | exponent: 000
              540000 | SM: 111111111111 | exponent: 000
              550000 | SM: 111111111111 | exponent: 000
              560000 | SM: 111111111111 | exponent: 000
              570000 | SM: 111111111111 | exponent: 000
              580000 | SM: 111111111111 | exponent: 000
              590000 | SM: 111111111111 | exponent: 000
              600000 | SM: 111111111111 | exponent: 000
              610000 | SM: 111111111111 | exponent: 000
              620000 | SM: 111111111111 | exponent: 000
              630000 | SM: 111111111111 | exponent: 000
              640000 | SM: 111111111111 | exponent: 000
              650000 | SM: 111111111111 | exponent: 000
              660000 | SM: 111111111111 | exponent: 000
              670000 | SM: 111111111111 | exponent: 000
              680000 | SM: 111111111111 | exponent: 000
              690000 | SM: 111111111111 | exponent: 000
              700000 | SM: 111111111111 | exponent: 000
              710000 | SM: 111111111111 | exponent: 000
              720000 | SM: 111111111111 | exponent: 000
              730000 | SM: 111111111111 | exponent: 000
              740000 | SM: 111111111111 | exponent: 000
              750000 | SM: 111111111111 | exponent: 000
              760000 | SM: 111111111111 | exponent: 000
              770000 | SM: 111111111111 | exponent: 000
              780000 | SM: 111111111111 | exponent: 000
              790000 | SM: 111111111111 | exponent: 000
              800000 | SM: 111111111111 | exponent: 000
              810000 | SM: 111111111111 | exponent: 000
              820000 | SM: 111111111111 | exponent: 000
              830000 | SM: 111111111111 | exponent: 000
              840000 | SM: 111111111111 | exponent: 000
              850000 | SM: 111111111111 | exponent: 000
              860000 | SM: 111111111111 | exponent: 000
              870000 | SM: 111111111111 | exponent: 000
              880000 | SM: 111111111111 | exponent: 000
              890000 | SM: 111111111111 | exponent: 000
              900000 | SM: 111111111111 | exponent: 000
              910000 | SM: 111111111111 | exponent: 000
              920000 | SM: 111111111111 | exponent: 000
              930000 | SM: 111111111111 | exponent: 000
              940000 | SM: 111111111111 | exponent: 000
              950000 | SM: 111111111111 | exponent: 000
              960000 | SM: 111111111111 | exponent: 000
              970000 | SM: 111111111111 | exponent: 000
              980000 | SM: 111111111111 | exponent: 000
              990000 | SM: 111111111111 | exponent: 000
             1000000 | SM: 111111111111 | exponent: 000
             1010000 | SM: 111111111111 | exponent: 000
             1020000 | SM: 111111111111 | exponent: 000
             1030000 | SM: 111111111111 | exponent: 000
             1040000 | SM: 111111111111 | exponent: 000
             1050000 | SM: 111111111111 | exponent: 000
             1060000 | SM: 111111111111 | exponent: 000
             1070000 | SM: 111111111111 | exponent: 000
             1080000 | SM: 111111111111 | exponent: 000
             1090000 | SM: 111111111111 | exponent: 000
             1100000 | SM: 111111111111 | exponent: 000
             1110000 | SM: 111111111111 | exponent: 000
             1120000 | SM: 111111111111 | exponent: 000
             1130000 | SM: 111111111111 | exponent: 000
             1140000 | SM: 111111111111 | exponent: 000
             1150000 | SM: 111111111111 | exponent: 000
             1160000 | SM: 111111111111 | exponent: 000
             1170000 | SM: 111111111111 | exponent: 000
             1180000 | SM: 111111111111 | exponent: 000
             1190000 | SM: 111111111111 | exponent: 000
             1200000 | SM: 111111111111 | exponent: 000
             1210000 | SM: 111111111111 | exponent: 000
             1220000 | SM: 111111111111 | exponent: 000
             1230000 | SM: 111111111111 | exponent: 000
             1240000 | SM: 111111111111 | exponent: 000
             1250000 | SM: 111111111111 | exponent: 000
             1260000 | SM: 111111111111 | exponent: 000
             1270000 | SM: 111111111111 | exponent: 000
             1280000 | SM: 111111111111 | exponent: 000
             1290000 | SM: 111111111111 | exponent: 000
             1300000 | SM: 111111111111 | exponent: 000
             1310000 | SM: 111111111111 | exponent: 000
             1320000 | SM: 111111111111 | exponent: 000
             1330000 | SM: 111111111111 | exponent: 000
             1340000 | SM: 111111111111 | exponent: 000
             1350000 | SM: 111111111111 | exponent: 000
             1360000 | SM: 111111111111 | exponent: 000
             1370000 | SM: 111111111111 | exponent: 000
             1380000 | SM: 111111111111 | exponent: 000
             1390000 | SM: 111111111111 | exponent: 000
             1400000 | SM: 111111111111 | exponent: 000
             1410000 | SM: 111111111111 | exponent: 000
             1420000 | SM: 111111111111 | exponent: 000
             1430000 | SM: 111111111111 | exponent: 000
             1440000 | SM: 111111111111 | exponent: 000
             1450000 | SM: 111111111111 | exponent: 000
             1460000 | SM: 111111111111 | exponent: 000
             1470000 | SM: 111111111111 | exponent: 000
             1480000 | SM: 111111111111 | exponent: 000
             1490000 | SM: 111111111111 | exponent: 000
             1500000 | SM: 111111111111 | exponent: 000
             1510000 | SM: 111111111111 | exponent: 000
             1520000 | SM: 111111111111 | exponent: 000
             1530000 | SM: 111111111111 | exponent: 000
             1540000 | SM: 111111111111 | exponent: 000
             1550000 | SM: 111111111111 | exponent: 000
             1560000 | SM: 111111111111 | exponent: 000
             1570000 | SM: 111111111111 | exponent: 000
             1580000 | SM: 111111111111 | exponent: 000
             1590000 | SM: 111111111111 | exponent: 000
             1600000 | SM: 111111111111 | exponent: 000
             1610000 | SM: 111111111111 | exponent: 000
             1620000 | SM: 111111111111 | exponent: 000
             1630000 | SM: 111111111111 | exponent: 000
             1640000 | SM: 111111111111 | exponent: 000
             1650000 | SM: 111111111111 | exponent: 000
             1660000 | SM: 111111111111 | exponent: 000
             1670000 | SM: 111111111111 | exponent: 000
             1680000 | SM: 111111111111 | exponent: 000
             1690000 | SM: 111111111111 | exponent: 000
             1700000 | SM: 111111111111 | exponent: 000
             1710000 | SM: 111111111111 | exponent: 000
             1720000 | SM: 111111111111 | exponent: 000
             1730000 | SM: 111111111111 | exponent: 000
             1740000 | SM: 111111111111 | exponent: 000
             1750000 | SM: 111111111111 | exponent: 000
             1760000 | SM: 111111111111 | exponent: 000
             1770000 | SM: 111111111111 | exponent: 000
             1780000 | SM: 111111111111 | exponent: 000
             1790000 | SM: 111111111111 | exponent: 000
             1800000 | SM: 111111111111 | exponent: 000
             1810000 | SM: 111111111111 | exponent: 000
             1820000 | SM: 111111111111 | exponent: 000
             1830000 | SM: 111111111111 | exponent: 000
             1840000 | SM: 111111111111 | exponent: 000
             1850000 | SM: 111111111111 | exponent: 000
             1860000 | SM: 111111111111 | exponent: 000
             1870000 | SM: 111111111111 | exponent: 000
             1880000 | SM: 111111111111 | exponent: 000
             1890000 | SM: 111111111111 | exponent: 000
             1900000 | SM: 111111111111 | exponent: 000
             1910000 | SM: 111111111111 | exponent: 000
             1920000 | SM: 111111111111 | exponent: 000
             1930000 | SM: 111111111111 | exponent: 000
             1940000 | SM: 111111111111 | exponent: 000
             1950000 | SM: 111111111111 | exponent: 000
             1960000 | SM: 111111111111 | exponent: 000
             1970000 | SM: 111111111111 | exponent: 000
             1980000 | SM: 111111111111 | exponent: 000
             1990000 | SM: 111111111111 | exponent: 000
             2000000 | SM: 111111111111 | exponent: 000
ISim P.20131013 (signature 0xfbc00daa)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
# run 2000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
              110000 | SM: 000000000001 | exponent: 000
              120000 | SM: 000000000011 | exponent: 000
              130000 | SM: 000000000111 | exponent: 000
              140000 | SM: 000000001111 | exponent: 000
              150000 | SM: 000000011111 | exponent: 001
              160000 | SM: 000000111111 | exponent: 010
              170000 | SM: 000001111111 | exponent: 011
              180000 | SM: 000011111111 | exponent: 100
              190000 | SM: 000111111111 | exponent: 101
              200000 | SM: 001111111111 | exponent: 110
              210000 | SM: 011111111111 | exponent: 111
              220000 | SM: 111111111111 | exponent: 000
              240000 | SM: 010000000000 | exponent: 111
              250000 | SM: 010100000000 | exponent: 111
              260000 | SM: 010101000000 | exponent: 111
              270000 | SM: 010101010000 | exponent: 111
              280000 | SM: 010101010100 | exponent: 111
              290000 | SM: 010101010101 | exponent: 111
              300000 | SM: 010101010101 | exponent: 111
              310000 | SM: 010101010101 | exponent: 111
              320000 | SM: 010101010101 | exponent: 111
              330000 | SM: 010101010101 | exponent: 111
              340000 | SM: 010101010101 | exponent: 111
              350000 | SM: 010101010101 | exponent: 111
              360000 | SM: 010101010101 | exponent: 111
              370000 | SM: 010101010101 | exponent: 111
              380000 | SM: 010101010101 | exponent: 111
              390000 | SM: 010101010101 | exponent: 111
              400000 | SM: 010101010101 | exponent: 111
              410000 | SM: 010101010101 | exponent: 111
              420000 | SM: 010101010101 | exponent: 111
              430000 | SM: 010101010101 | exponent: 111
              440000 | SM: 010101010101 | exponent: 111
              450000 | SM: 010101010101 | exponent: 111
              460000 | SM: 010101010101 | exponent: 111
              470000 | SM: 010101010101 | exponent: 111
              480000 | SM: 010101010101 | exponent: 111
              490000 | SM: 010101010101 | exponent: 111
              500000 | SM: 010101010101 | exponent: 111
              510000 | SM: 010101010101 | exponent: 111
              520000 | SM: 010101010101 | exponent: 111
              530000 | SM: 010101010101 | exponent: 111
              540000 | SM: 010101010101 | exponent: 111
              550000 | SM: 010101010101 | exponent: 111
              560000 | SM: 010101010101 | exponent: 111
              570000 | SM: 010101010101 | exponent: 111
              580000 | SM: 010101010101 | exponent: 111
              590000 | SM: 010101010101 | exponent: 111
              600000 | SM: 010101010101 | exponent: 111
              610000 | SM: 010101010101 | exponent: 111
              620000 | SM: 010101010101 | exponent: 111
              630000 | SM: 010101010101 | exponent: 111
              640000 | SM: 010101010101 | exponent: 111
              650000 | SM: 010101010101 | exponent: 111
              660000 | SM: 010101010101 | exponent: 111
              670000 | SM: 010101010101 | exponent: 111
              680000 | SM: 010101010101 | exponent: 111
              690000 | SM: 010101010101 | exponent: 111
              700000 | SM: 010101010101 | exponent: 111
              710000 | SM: 010101010101 | exponent: 111
              720000 | SM: 010101010101 | exponent: 111
              730000 | SM: 010101010101 | exponent: 111
              740000 | SM: 010101010101 | exponent: 111
              750000 | SM: 010101010101 | exponent: 111
              760000 | SM: 010101010101 | exponent: 111
              770000 | SM: 010101010101 | exponent: 111
              780000 | SM: 010101010101 | exponent: 111
              790000 | SM: 010101010101 | exponent: 111
              800000 | SM: 010101010101 | exponent: 111
              810000 | SM: 010101010101 | exponent: 111
              820000 | SM: 010101010101 | exponent: 111
              830000 | SM: 010101010101 | exponent: 111
              840000 | SM: 010101010101 | exponent: 111
              850000 | SM: 010101010101 | exponent: 111
              860000 | SM: 010101010101 | exponent: 111
              870000 | SM: 010101010101 | exponent: 111
              880000 | SM: 010101010101 | exponent: 111
              890000 | SM: 010101010101 | exponent: 111
              900000 | SM: 010101010101 | exponent: 111
              910000 | SM: 010101010101 | exponent: 111
              920000 | SM: 010101010101 | exponent: 111
              930000 | SM: 010101010101 | exponent: 111
              940000 | SM: 010101010101 | exponent: 111
              950000 | SM: 010101010101 | exponent: 111
              960000 | SM: 010101010101 | exponent: 111
              970000 | SM: 010101010101 | exponent: 111
              980000 | SM: 010101010101 | exponent: 111
              990000 | SM: 010101010101 | exponent: 111
             1000000 | SM: 010101010101 | exponent: 111
             1010000 | SM: 010101010101 | exponent: 111
             1020000 | SM: 010101010101 | exponent: 111
             1030000 | SM: 010101010101 | exponent: 111
             1040000 | SM: 010101010101 | exponent: 111
             1050000 | SM: 010101010101 | exponent: 111
             1060000 | SM: 010101010101 | exponent: 111
             1070000 | SM: 010101010101 | exponent: 111
             1080000 | SM: 010101010101 | exponent: 111
             1090000 | SM: 010101010101 | exponent: 111
             1100000 | SM: 010101010101 | exponent: 111
             1110000 | SM: 010101010101 | exponent: 111
             1120000 | SM: 010101010101 | exponent: 111
             1130000 | SM: 010101010101 | exponent: 111
             1140000 | SM: 010101010101 | exponent: 111
             1150000 | SM: 010101010101 | exponent: 111
             1160000 | SM: 010101010101 | exponent: 111
             1170000 | SM: 010101010101 | exponent: 111
             1180000 | SM: 010101010101 | exponent: 111
             1190000 | SM: 010101010101 | exponent: 111
             1200000 | SM: 010101010101 | exponent: 111
             1210000 | SM: 010101010101 | exponent: 111
             1220000 | SM: 010101010101 | exponent: 111
             1230000 | SM: 010101010101 | exponent: 111
             1240000 | SM: 010101010101 | exponent: 111
             1250000 | SM: 010101010101 | exponent: 111
             1260000 | SM: 010101010101 | exponent: 111
             1270000 | SM: 010101010101 | exponent: 111
             1280000 | SM: 010101010101 | exponent: 111
             1290000 | SM: 010101010101 | exponent: 111
             1300000 | SM: 010101010101 | exponent: 111
             1310000 | SM: 010101010101 | exponent: 111
             1320000 | SM: 010101010101 | exponent: 111
             1330000 | SM: 010101010101 | exponent: 111
             1340000 | SM: 010101010101 | exponent: 111
             1350000 | SM: 010101010101 | exponent: 111
             1360000 | SM: 010101010101 | exponent: 111
             1370000 | SM: 010101010101 | exponent: 111
             1380000 | SM: 010101010101 | exponent: 111
             1390000 | SM: 010101010101 | exponent: 111
             1400000 | SM: 010101010101 | exponent: 111
             1410000 | SM: 010101010101 | exponent: 111
             1420000 | SM: 010101010101 | exponent: 111
             1430000 | SM: 010101010101 | exponent: 111
             1440000 | SM: 010101010101 | exponent: 111
             1450000 | SM: 010101010101 | exponent: 111
             1460000 | SM: 010101010101 | exponent: 111
             1470000 | SM: 010101010101 | exponent: 111
             1480000 | SM: 010101010101 | exponent: 111
             1490000 | SM: 010101010101 | exponent: 111
             1500000 | SM: 010101010101 | exponent: 111
             1510000 | SM: 010101010101 | exponent: 111
             1520000 | SM: 010101010101 | exponent: 111
             1530000 | SM: 010101010101 | exponent: 111
             1540000 | SM: 010101010101 | exponent: 111
             1550000 | SM: 010101010101 | exponent: 111
             1560000 | SM: 010101010101 | exponent: 111
             1570000 | SM: 010101010101 | exponent: 111
             1580000 | SM: 010101010101 | exponent: 111
             1590000 | SM: 010101010101 | exponent: 111
             1600000 | SM: 010101010101 | exponent: 111
             1610000 | SM: 010101010101 | exponent: 111
             1620000 | SM: 010101010101 | exponent: 111
             1630000 | SM: 010101010101 | exponent: 111
             1640000 | SM: 010101010101 | exponent: 111
             1650000 | SM: 010101010101 | exponent: 111
             1660000 | SM: 010101010101 | exponent: 111
             1670000 | SM: 010101010101 | exponent: 111
             1680000 | SM: 010101010101 | exponent: 111
             1690000 | SM: 010101010101 | exponent: 111
             1700000 | SM: 010101010101 | exponent: 111
             1710000 | SM: 010101010101 | exponent: 111
             1720000 | SM: 010101010101 | exponent: 111
             1730000 | SM: 010101010101 | exponent: 111
             1740000 | SM: 010101010101 | exponent: 111
             1750000 | SM: 010101010101 | exponent: 111
             1760000 | SM: 010101010101 | exponent: 111
             1770000 | SM: 010101010101 | exponent: 111
             1780000 | SM: 010101010101 | exponent: 111
             1790000 | SM: 010101010101 | exponent: 111
             1800000 | SM: 010101010101 | exponent: 111
             1810000 | SM: 010101010101 | exponent: 111
             1820000 | SM: 010101010101 | exponent: 111
             1830000 | SM: 010101010101 | exponent: 111
             1840000 | SM: 010101010101 | exponent: 111
             1850000 | SM: 010101010101 | exponent: 111
             1860000 | SM: 010101010101 | exponent: 111
             1870000 | SM: 010101010101 | exponent: 111
             1880000 | SM: 010101010101 | exponent: 111
             1890000 | SM: 010101010101 | exponent: 111
             1900000 | SM: 010101010101 | exponent: 111
             1910000 | SM: 010101010101 | exponent: 111
             1920000 | SM: 010101010101 | exponent: 111
             1930000 | SM: 010101010101 | exponent: 111
             1940000 | SM: 010101010101 | exponent: 111
             1950000 | SM: 010101010101 | exponent: 111
             1960000 | SM: 010101010101 | exponent: 111
             1970000 | SM: 010101010101 | exponent: 111
             1980000 | SM: 010101010101 | exponent: 111
             1990000 | SM: 010101010101 | exponent: 111
             2000000 | SM: 010101010101 | exponent: 111
# exit 0
